index,GUID,Name,HallOfFameStatus,HallofFameClass,YearDrafted,TO_YEAR,Years_Played,HOF_Elgibility_Year,Pick,Team,College,GP,MIN,PTS,FGM,FGA,FG%,3P_Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,idPlayer,numberRound,BIRTHDATE,POSITION,AGE_ROOKIE_SEASON,Draft_Decade,numBallotsBeforeInduct,ML_Prediction,ConfusionMatrix
79,YIJIANLIAN2007,Yi Jianlian,Not Inducted,,2007,2011,5,2016,6,MIL,,66,25,8.6,3.3,7.9,42.1,0.1,0.3,28.6,1.8,2.2,84.1,1.6,3.6,5.2,0.8,0.6,0.8,1.4,9.7,201146,1,1987-10-27 00:00:00,Forward,19.97,2000s,,0,True Negative
80,SPENCERHAWES2007,Spencer Hawes,Not Inducted,,2007,2016,10,2021,10,SAC,University of Washington,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.2,0.6,0.8,5.8,201150,1,1988-04-28 00:00:00,Forward,19.46,2000s,,0,True Negative
81,ACIELAW2007,Acie Law,Not Inducted,,2007,2010,4,2015,11,ATL,Texas A&M University,56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1,2,0.5,0,1,4,201151,1,1985-01-25 00:00:00,Guard,22.72,2000s,,0,True Negative
82,JULIANWRIGHT2007,Julian Wright,Not Inducted,,2007,2010,4,2015,13,NOK,University of Kansas,57,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,5.1,201153,1,1987-05-20 00:00:00,Forward,20.41,2000s,,0,True Negative
83,ALTHORNTON2007,Al Thornton,Not Inducted,,2007,2010,4,2015,14,LAC,Florida State University,79,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,10.8,201154,1,1983-12-07 00:00:00,Forward,23.86,2000s,,0,True Negative
84,RODNEYSTUCKEY2007,Rodney Stuckey,Not Inducted,,2007,2016,10,2021,15,DET,Eastern Washington University,57,19,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,7.8,201155,1,1986-04-21 00:00:00,Guard,21.48,2000s,,0,True Negative
85,SEANWILLIAMS2007,Sean Williams,Not Inducted,,2007,2011,5,2016,17,NJN,Boston College,73,17.5,5.6,2.2,4.2,53.8,0,0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1,8.6,201157,1,1986-09-13 00:00:00,Forward,21.09,2000s,,0,True Negative
86,JAVARISCRITTENTON2007,Javaris Crittenton,Not Inducted,,2007,2009,3,2014,19,LAL,Georgia Institute of Technology,50,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,0.4,0,1.1,4.8,201159,1,1987-12-31 00:00:00,Guard,19.79,2000s,,0,True Negative
87,DAEQUANCOOK2007,Daequan Cook,Not Inducted,,2007,2012,6,2017,21,PHI,Ohio State University,59,24.4,8.8,3.3,8.7,38.1,1.3,4,33.2,0.8,1,82.5,0.3,2.7,3,1.3,0.4,0.1,1.1,7,201161,1,1987-04-28 00:00:00,Guard,20.47,2000s,,0,True Negative
88,CARLLANDRY2007,Carl Landry,Not Inducted,,2007,2015,9,2020,31,SEA,Purdue University,42,16.9,8.1,3.2,5.2,61.6,0,0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,10.6,201171,2,1983-09-19 00:00:00,Forward,24.07,2000s,,0,True Negative
89,NICKFAZEKAS2007,Nick Fazekas,Not Inducted,,2007,2007,1,2012,34,DAL,"University of Nevada, Reno",26,10.3,4.1,1.8,3.2,56.1,0,0.1,0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.3,0.4,0.5,6.5,201174,2,1985-06-17 00:00:00,Forward,22.33,2000s,,0,True Negative
90,GLENDAVIS2007,Glen Davis,Not Inducted,,2007,2014,8,2019,35,SEA,Louisiana State University,69,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.5,0.3,0.9,5.4,201175,2,1986-01-01 00:00:00,Forward,21.79,2000s,,0,True Negative
91,JERMAREODAVIDSON2007,Jermareo Davidson,Not Inducted,,2007,2008,2,2013,36,GSW,University of Alabama,38,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,3.1,201176,2,1984-11-15 00:00:00,Forward,22.91,2000s,,0,True Negative
92,CHRISRICHARD2007,Chris Richard,Not Inducted,,2007,2009,3,2014,41,MIN,University of Florida,52,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.2,0.2,0.5,3.7,201181,2,1984-12-25 00:00:00,Forward,22.8,2000s,,0,True Negative
93,DOMINICMCGUIRE2007,Dominic McGuire,Not Inducted,,2007,2012,6,2017,47,WAS,"California State University, Fresno",70,9.9,1.3,0.6,1.5,37.9,0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2,0.6,0.3,0.4,0.6,2.8,201187,2,1985-10-20 00:00:00,Forward,21.99,2000s,,0,True Negative
94,AARONGRAY2007,Aaron Gray,Not Inducted,,2007,2013,7,2018,49,CHI,University of Pittsburgh,61,10,4.3,1.7,3.3,50.5,0,0,0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,5,201189,2,1984-12-07 00:00:00,Center,22.85,2000s,,0,True Negative
95,DEMETRISNICHOLS2007,Demetris Nichols,Not Inducted,,2007,2008,2,2013,53,POR,Syracuse University,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0.2,201193,2,1984-09-04 00:00:00,Forward,23.11,2000s,,0,True Negative
96,ANDREABARGNANI2006,Andrea Bargnani,Not Inducted,,2006,2015,10,2020,1,TOR,,65,25.1,11.6,4.1,9.6,42.7,1.5,4.1,37.3,1.8,2.2,82.4,0.8,3.1,3.9,0.8,0.5,0.8,1.6,10,200745,1,1985-10-26 00:00:00,Center,20.97,2000s,,0,True Negative
97,ADAMMORRISON2006,Adam Morrison,Not Inducted,,2006,2009,4,2014,3,CHA,Gonzaga University,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,7.4,200747,1,1984-07-19 00:00:00,Forward,22.24,2000s,,0,True Negative
98,TYRUSTHOMAS2006,Tyrus Thomas,Not Inducted,,2006,2014,9,2019,4,POR,Louisiana State University,72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,6.9,200748,1,1986-08-17 00:00:00,Forward,20.16,2000s,,0,True Negative
99,SHELDENWILLIAMS2006,Shelden Williams,Not Inducted,,2006,2011,6,2016,5,ATL,Duke University,81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,8.5,200749,1,1983-10-21 00:00:00,Center,22.98,2000s,,0,True Negative
100,BRANDONROY2006,Brandon Roy,Not Inducted,,2006,2012,7,2017,6,MIN,University of Washington,57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,1,3.4,4.4,4,1.2,0.2,2,16.5,200750,1,1984-07-23 00:00:00,Guard,22.23,2000s,,1,False Positive
101,RANDYFOYE2006,Randy Foye,Not Inducted,,2006,2016,11,2021,7,BOS,Villanova University,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,9.6,200751,1,1983-09-24 00:00:00,Guard,23.06,2000s,,1,False Positive
102,HILTONARMSTRONG2006,Hilton Armstrong,Not Inducted,,2006,2013,8,2018,12,NOK,University of Connecticut,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,4.5,200756,1,1984-11-23 00:00:00,Forward,21.89,2000s,,0,True Negative
103,RONNIEBREWER2006,Ronnie Brewer,Not Inducted,,2006,2013,8,2018,14,UTA,University of Arkansas,56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,4.6,200758,1,1985-03-20 00:00:00,Forward,21.57,2000s,,0,True Negative
104,CEDRICSIMMONS2006,Cedric Simmons,Not Inducted,,2006,2008,3,2013,15,NOK,North Carolina State University,43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,3.7,200759,1,1986-01-03 00:00:00,Forward,20.78,2000s,,0,True Negative
105,RODNEYCARNEY2006,Rodney Carney,Not Inducted,,2006,2010,5,2015,16,CHI,University of Memphis,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,5.5,200760,1,1984-04-05 00:00:00,Forward,22.53,2000s,,0,True Negative
106,SHAWNEWILLIAMS2006,Shawne Williams,Not Inducted,,2006,2014,9,2019,17,IND,University of Memphis,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,3.9,200761,1,1986-02-16 00:00:00,Forward,20.66,2000s,,0,True Negative
107,QUINCYDOUBY2006,Quincy Douby,Not Inducted,,2006,2008,3,2013,19,SAC,Rutgers University,42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,2.2,200763,1,1984-05-16 00:00:00,Guard,22.42,2000s,,0,True Negative
108,RENALDOBALKMAN2006,Renaldo Balkman,Not Inducted,,2006,2011,6,2016,20,NYK,University of South Carolina,68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,8.1,200764,1,1984-07-14 00:00:00,Forward,22.25,2000s,,0,True Negative
109,MARCUSWILLIAMS2006,Marcus Williams,Not Inducted,,2006,2009,4,2014,22,NJN,University of Connecticut,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,6.5,200766,1,1985-12-03 00:00:00,Guard,20.87,2000s,,0,True Negative
110,JOSHBOONE2006,Josh Boone,Not Inducted,,2006,2009,4,2014,23,NJN,University of Connecticut,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,5.2,200767,1,1984-11-21 00:00:00,Forward,21.9,2000s,,0,True Negative
111,JORDANFARMAR2006,Jordan Farmar,Not Inducted,,2006,2016,11,2021,26,LAL,"University of California, Los Angeles",72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,5.2,200770,1,1986-11-30 00:00:00,Guard,19.87,2000s,,0,True Negative
112,SERGIORODRIGUEZ2006,Sergio Rodriguez,Not Inducted,,2006,2016,11,2021,27,PHO,,67,12.9,3.7,1.5,3.6,42.3,0.4,1.3,28.2,0.3,0.4,80.8,0.3,1.1,1.4,3.3,0.5,0,1.1,5.6,200771,1,1986-06-12 00:00:00,Guard,20.34,2000s,,0,True Negative
113,MARDYCOLLINS2006,Mardy Collins,Not Inducted,,2006,2009,4,2014,29,NYK,Temple University,52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2,1.6,0.6,0.1,1.1,4.3,200776,1,1984-08-04 00:00:00,Guard,22.2,2000s,,0,True Negative
114,STEVENOVAK2006,Steve Novak,Not Inducted,,2006,2016,11,2021,32,HOU,Marquette University,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1.5,200779,2,1983-06-13 00:00:00,Forward,23.34,2000s,,0,True Negative
115,SOLOMONJONES2006,Solomon Jones,Not Inducted,,2006,2013,8,2018,33,ATL,University of South Florida,58,11.5,3.3,1.1,2.2,50.8,0,0,0,1,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,4.9,200780,2,1984-07-16 00:00:00,Forward,22.25,2000s,,0,True Negative
116,CRAIGSMITH2006,Craig Smith,Not Inducted,,2006,2011,6,2016,36,MIN,Boston College,82,18.7,7.4,3,5.6,53.1,0,0.1,0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,9.5,200783,2,1983-11-10 00:00:00,Forward,22.93,2000s,,0,True Negative
117,BOBBYJONES2006,Bobby Jones,Not Inducted,,2006,2007,2,2012,37,MIN,University of Washington,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,2.5,200784,2,1984-01-09 00:00:00,Forward,22.77,2000s,,0,True Negative
118,DAVIDNOEL2006,David Noel,Not Inducted,,2006,2006,1,2011,39,MIL,University of North Carolina,68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,3.6,200786,2,1984-02-27 00:00:00,Forward,22.63,2000s,,0,True Negative
119,DANIELGIBSON2006,Daniel Gibson,Not Inducted,,2006,2012,7,2017,42,CLE,University of Texas at Austin,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,4.7,200789,2,1986-02-27 00:00:00,Guard,20.63,2000s,,0,True Negative
120,ALEXANDERJOHNSON2006,Alexander Johnson,Not Inducted,,2006,2009,4,2014,45,IND,Florida State University,59,12.8,4.4,1.5,2.9,53.8,0,0,0,1.3,2,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,6,200792,2,1983-02-08 00:00:00,Forward,23.68,2000s,,0,True Negative
121,DEEBROWN2006,Dee Brown,Not Inducted,,2006,2008,3,2013,46,UTA,University of Illinois at Urbana-Champaign,49,9.2,1.9,0.7,2,32.7,0.1,0.6,21.4,0.5,0.8,64.9,0.2,0.7,0.8,1.7,0.5,0.1,0.6,2.8,200793,2,1984-08-17 00:00:00,Guard,22.16,2000s,,0,True Negative
122,LEONPOWE2006,Leon Powe,Not Inducted,,2006,2010,5,2015,49,DEN,University of California,63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,5.4,200796,2,1984-01-22 00:00:00,Forward,22.73,2000s,,0,True Negative
123,HASSANADAMS2006,Hassan Adams,Not Inducted,,2006,2008,3,2013,54,NJN,University of Arizona,61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,3.1,200801,2,1984-06-20 00:00:00,Forward,22.32,2000s,,0,True Negative
124,DERONWILLIAMS2005,Deron Williams,Not Inducted,,2005,2016,12,2021,3,UTA,University of Illinois at Urbana-Champaign,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,10.5,101114,1,1984-06-26 00:00:00,Guard,21.3,2000s,,0,True Negative
125,MARTELLWEBSTER2005,Martell Webster,Not Inducted,,2005,2014,10,2019,6,POR,,61,17.5,6.6,2.3,5.7,39.9,1.1,3,35.7,1,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,5.6,101110,1,1986-12-04 00:00:00,Forward,18.86,2000s,,0,True Negative
126,CHARLIEVILLANUEVA2005,Charlie Villanueva,Not Inducted,,2005,2015,11,2020,7,TOR,University of Connecticut,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,14,101111,1,1984-08-24 00:00:00,Forward,21.14,2000s,,0,True Negative
127,IKEDIOGU2005,Ike Diogu,Not Inducted,,2005,2011,7,2016,9,GSW,Arizona State University,69,14.9,7,2.5,4.8,52.4,0,0,0,2,2.4,81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,7.5,101113,1,1983-09-11 00:00:00,Forward,22.09,2000s,,0,True Negative
128,ANDREWBYNUM2005,Andrew Bynum,Not Inducted,,2005,2013,9,2018,10,LAL,,46,7.3,1.6,0.7,1.8,40.2,0,0,0,0.2,0.6,29.6,0.7,1,1.7,0.2,0.1,0.5,0.4,2.3,101115,1,1987-10-27 00:00:00,Center,17.97,2000s,,0,True Negative
129,RASHADMCCANTS2005,Rashad McCants,Not Inducted,,2005,2008,4,2013,14,MIN,University of North Carolina,79,17.2,7.9,3.1,6.8,45,0.8,2.3,37.2,1,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,6.2,101119,1,1984-09-25 00:00:00,Guard,21.05,2000s,,0,True Negative
130,ANTOINEWRIGHT2005,Antoine Wright,Not Inducted,,2005,2010,6,2015,15,NJN,Texas A&M University,39,9.5,1.8,0.7,2.1,35.8,0,0.4,6.7,0.3,0.6,50,0.2,0.6,0.8,0.3,0.1,0.1,0.5,0.9,101120,1,1984-02-06 00:00:00,Forward,21.69,2000s,,0,True Negative
131,JOEYGRAHAM2005,Joey Graham,Not Inducted,,2005,2010,6,2015,16,TOR,Oklahoma State University,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,6.9,101121,1,1982-06-11 00:00:00,Forward,23.35,2000s,,0,True Negative
132,DANNYGRANGER2005,Danny Granger,Not Inducted,,2005,2014,10,2019,17,IND,University of New Mexico,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,10.4,101122,1,1983-04-20 00:00:00,Forward,22.49,2000s,,0,True Negative
133,HAKIMWARRICK2005,Hakim Warrick,Not Inducted,,2005,2012,8,2017,19,MEM,Syracuse University,68,10.6,4.1,1.5,3.4,44.3,0,0,0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,3.9,101124,1,1982-07-08 00:00:00,Forward,23.27,2000s,,0,True Negative
134,NATEROBINSON2005,Nate Robinson,Not Inducted,,2005,2015,11,2020,21,PHO,University of Washington,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,7.6,101126,1,1984-05-31 00:00:00,Guard,21.37,2000s,,0,True Negative
135,FRANCISCOGARCIA2005,Francisco Garcia,Not Inducted,,2005,2014,10,2019,23,SAC,University of Louisville,67,19.4,5.6,1.9,4.9,40,0.6,2,28.5,1.2,1.5,77.2,0.6,2.2,2.8,1.4,0.6,0.7,1.1,6.7,101128,1,1981-12-31 00:00:00,Guard,23.79,2000s,,0,True Negative
136,LUTHERHEAD2005,Luther Head,Not Inducted,,2005,2010,6,2015,24,HOU,University of Illinois at Urbana-Champaign,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,9.4,101129,1,1982-11-26 00:00:00,Guard,22.89,2000s,,0,True Negative
137,JOHANPETRO2005,Johan Petro,Not Inducted,,2005,2012,8,2017,25,SEA,,68,18.9,5.2,2.3,4.4,51,0,0,0,0.7,1.1,62.7,1.6,2.8,4.4,0.2,0.4,0.8,0.9,7.4,101130,1,1986-01-27 00:00:00,Center,19.72,2000s,,0,True Negative
138,LINASKLEIZA2005,Linas Kleiza,Not Inducted,,2005,2012,8,2017,27,POR,University of Missouri,61,8.5,3.5,1.3,2.8,44.5,0,0.2,15.4,0.9,1.3,70.4,0.6,1.3,1.9,0.2,0.2,0.2,0.3,3.8,101132,1,1985-01-03 00:00:00,Forward,20.78,2000s,,0,True Negative
139,WAYNESIMIEN2005,Wayne Simien,Not Inducted,,2005,2006,2,2011,29,MIA,University of Kansas,43,9.6,3.4,1.3,2.8,48.3,0,0,0,0.7,0.8,88.2,0.9,1.2,2,0.2,0.3,0,0.6,3.8,101134,1,1983-03-09 00:00:00,Forward,22.6,2000s,,0,True Negative
140,DAVIDLEE2005,David Lee,Not Inducted,,2005,2016,12,2021,30,NYK,University of Florida,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,8.1,101135,1,1983-04-29 00:00:00,Forward,22.46,2000s,,0,True Negative
141,SALIMSTOUDAMIRE2005,Salim Stoudamire,Not Inducted,,2005,2008,4,2013,31,ATL,University of Arizona,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,7,101136,2,1982-10-11 00:00:00,Guard,23.01,2000s,,0,True Negative
142,DANIELEWING2005,Daniel Ewing,Not Inducted,,2005,2006,2,2011,32,LAC,Duke University,66,14.7,3.8,1.5,3.9,38,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,3.6,101137,2,1983-03-26 00:00:00,Guard,22.56,2000s,,0,True Negative
143,MONTAELLIS2005,Monta Ellis,Not Inducted,,2005,2016,12,2021,40,GSW,,49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,6.1,101145,2,1985-10-26 00:00:00,Guard,19.97,2000s,,0,True Negative
144,RYANGOMES2005,Ryan Gomes,Not Inducted,,2005,2013,9,2018,50,BOS,Providence College,61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,9.6,101155,2,1982-09-01 00:00:00,Forward,23.12,2000s,,0,True Negative
145,ORIENGREENE2005,Orien Greene,Not Inducted,,2005,2010,6,2015,53,BOS,University of Louisiana at Lafayette,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1,0.1,1.4,4.1,101158,2,1982-02-04 00:00:00,Guard,23.69,2000s,,0,True Negative
146,LAWRENCEROBERTS2005,Lawrence Roberts,Not Inducted,,2005,2006,2,2011,55,SEA,Mississippi State University,33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,2.2,101160,2,1982-10-20 00:00:00,Forward,22.99,2000s,,0,True Negative
147,BENGORDON2004,Ben Gordon,Not Inducted,,2004,2014,11,2019,3,CHI,University of Connecticut,82,24.4,15.1,5.3,12.9,41.1,1.6,4,40.5,2.8,3.3,86.3,0.7,2,2.6,2,0.7,0.1,2.3,10.1,2732,1,1983-04-04 00:00:00,Guard,21.53,2000s,,0,True Negative
148,JOSHCHILDRESS2004,Josh Childress,Not Inducted,,2004,2013,10,2018,6,ATL,Stanford University,80,29.7,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,0.9,0.4,1.3,13.3,2735,1,1983-06-20 00:00:00,Forward,21.32,2000s,,1,False Positive
149,RAFAELARAUJO2004,Rafael Araujo,Not Inducted,,2004,2006,3,2011,8,TOR,Brigham Young University,59,12.5,3.3,1.3,3,43.4,0,0.1,33.3,0.7,0.9,78.2,1,2.1,3.1,0.3,0.4,0.1,0.9,4.5,2737,1,1980-08-12 00:00:00,Center,24.18,2000s,,0,True Negative
150,SEBASTIANTELFAIR2004,Sebastian Telfair,Not Inducted,,2004,2014,11,2019,13,POR,,68,19.6,6.8,2.5,6.3,39.3,0.3,1,24.6,1.5,2,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,6.1,2742,1,1985-06-09 00:00:00,Guard,19.35,2000s,,0,True Negative
151,KRISHUMPHRIES2004,Kris Humphries,Not Inducted,,2004,2016,13,2021,14,UTA,University of Minnesota,67,13,4.1,1.7,4.3,40.4,0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.6,0.4,0.3,0.8,4.2,2743,1,1985-02-06 00:00:00,Forward,19.69,2000s,,0,True Negative
152,KIRKSNYDER2004,Kirk Snyder,Not Inducted,,2004,2007,4,2012,16,UTA,"University of Nevada, Reno",68,13.3,5,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1,1.8,0.5,0.4,0.3,0.8,3.6,2745,1,1983-06-05 00:00:00,Forward,21.36,2000s,,0,True Negative
153,DELONTEWEST2004,Delonte West,Not Inducted,,2004,2011,8,2016,24,BOS,Saint Joseph's University,39,13,4.5,1.7,4,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,5.2,2753,1,1983-07-26 00:00:00,Guard,21.22,2000s,,0,True Negative
154,KEVINMARTIN2004,Kevin Martin,Not Inducted,,2004,2015,12,2020,26,SAC,Western Carolina University,45,10.1,2.9,1,2.6,38.5,0.1,0.6,20,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,2.6,2755,1,1983-02-01 00:00:00,Guard,21.7,2000s,,0,True Negative
155,SASHAVUJACIC2004,Sasha Vujacic,Not Inducted,,2004,2016,13,2021,27,LAL,,35,11.5,2.9,0.9,3.3,28.2,0.5,1.8,27,0.5,0.5,94.7,0.4,1.4,1.8,1.5,0.3,0.1,0.4,3.7,2756,1,1984-03-08 00:00:00,Guard,20.61,2000s,,0,True Negative
156,BENOUDRIH2004,Beno Udrih,Not Inducted,,2004,2016,13,2021,28,SAS,,80,14.4,5.9,2.2,4.9,44.4,0.7,1.8,40.8,0.8,1.1,75.3,0.2,0.8,1,1.9,0.5,0.1,1,5.5,2757,1,1982-07-05 00:00:00,Guard,22.28,2000s,,0,True Negative
157,DAVIDHARRISON2004,David Harrison,Not Inducted,,2004,2007,4,2012,29,IND,University of Colorado,43,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,0.4,1.3,1.2,7.3,2758,1,1982-08-15 00:00:00,Center,22.17,2000s,,0,True Negative
158,ANDERSONVAREJAO2004,Anderson Varejao,Not Inducted,,2004,2016,13,2021,30,ORL,,54,16,4.9,1.8,3.6,51.3,0,0,0,1.3,2.4,53.5,2,2.7,4.8,0.5,0.8,0.7,0.5,8.3,2760,2,1982-09-28 00:00:00,Center,22.05,2000s,,0,True Negative
159,JACKSONVROMAN2004,Jackson Vroman,Not Inducted,,2004,2005,2,2010,31,CHI,Iowa State University,46,15.3,4.6,1.8,4.3,41.2,0,0.1,0,1,1.6,64,1.4,2.4,3.8,0.9,0.5,0.4,1.4,5.7,2761,2,1981-06-06 00:00:00,Forward,23.36,2000s,,0,True Negative
160,LIONELCHALMERS2004,Lionel Chalmers,Not Inducted,,2004,2004,1,2009,33,LAC,Xavier University,36,12,3.1,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,1.4,0.4,0,0.7,2.5,2763,2,1980-11-10 00:00:00,Guard,23.93,2000s,,0,True Negative
161,DONTASMITH2004,Donta Smith,Not Inducted,,2004,2005,2,2010,34,ATL,Southeastern Illinois College,38,11.4,3.3,1.2,3,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,1.4,1,0.6,0.1,0.7,3.6,2764,2,1983-11-27 00:00:00,Guard,20.88,2000s,,0,True Negative
